url,label,type
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,safe,benign
http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot,safe,benign
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,suspicious,defacement
http://www.rockabilly.it/gruppi/52-four-stars.html,suspicious,defacement
http://www.rathgaelgym.org/squads/mag.1,suspicious,defacement
absoluteastronomy.com/topics/Legion_of_Merit,safe,benign
thaiairways.com/,safe,benign
famouspeople.com/famous_biographies/Lizzie_Stanton.htm,safe,benign
triclopsband.com/,safe,benign
mp3raid.com/music/lo_key.html,safe,benign
amtrakcalifornia.com/index.cfm/routes/san-joaquin/,safe,benign
4martinique.com/,safe,benign
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,suspicious,defacement
http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,safe,benign
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,suspicious,defacement
dwaynemeisner.com/,safe,benign
linkedin.com/pub/john-barkley/7/764/916,safe,benign
flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,safe,benign
http://www.richpictures.co.uk/home/viewpost/232,suspicious,defacement
topix.com/ca/montreal-qc-montreal-nord,safe,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,malicious,malware
trssllc.com/,safe,benign
allgame.com/game.php?id=39396,safe,benign
renerichardcollections.com/media.html,safe,benign
securityfirstinternationalholdings.com/,safe,benign
factbites.com/topics/Leyte,safe,benign
car-stuff.com/pontiacgrandprixparts.htm,safe,benign
usa-people-search.com/Find-Steven-Schwartz-CO.aspx,safe,benign
muhanovabeauty.ru,malicious,phishing
http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=48,suspicious,defacement
en.wordpress.com/tag/j-pop/,safe,benign
pinoyexchange.com/forums/archive/index.php/t-194687.html,safe,benign
classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html,safe,benign
http://spplodz.nazwa.pl/archiwum/2006_08b.php,suspicious,defacement
vodacom.co.za/,safe,benign
http://www.bertilohlsson.com/de/component/user/login?return=aHR0cDovL3d3dy5iZXJ0aWxvaGxzc29uLmNvbS9iaWxkZXJnYWxlcmllL2tsYXNzaXNjaGUtZG9zZW4vcnVuZGUtZm9ybT9sYW5nPWRl,suspicious,defacement
uwsuper.edu/alumni/halloffame/individuals.cfm,safe,benign
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&Itemid=162,suspicious,defacement
suite.tekora.com/i/philippecoupjambet,safe,benign
medicine.mcgill.ca/radiology/home_teachinghospitals.htm,safe,benign
http://gizmodo.com/one-year-after-the-first-snowden-leak-whats-really-cha-1586213046/all,safe,benign
jbmfilms.com/,safe,benign
http://www.manganellipalace.it/de/willkommen-bei.html,suspicious,defacement
en.wikipedia.org/wiki/Southeast_High_School_(Kansas_City%2C_Missouri),safe,benign
infopig.com/news/12-08-2009.html,safe,benign
http://uproxx.com/dimemag/2015/05/lebron-instagram-like-wants-to-leave-school-to-be-model-she-shouldnt/,safe,benign
linkedin.com/pub/tim-stepanski/18/319/149,safe,benign
deafresources.info/,safe,benign
http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete,safe,benign
juggle.com/gary-pettis,safe,benign
weather.noaa.gov/weather/TX_cc_us.html,safe,benign
http://www.sikobv.eu/nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zaWtvYnYuZXUvbmwvY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8yLXZvb3JwYWdpbmEtdGFiLzI0MC1kZWxvLW5ldy1jYXJ0cmlkZ2Utc3lzdGVtLmh0bWw=,suspicious,defacement
http://midas-medical.com/products/electrocardiographecg/cardio-max-series/cardio-max-cm-03c/index.html,suspicious,defacement
rcarpe95.beget.tech,malicious,phishing
answers.com/topic/the-northern-pikes,safe,benign
http://www.kommunalbit.de/index.php?option=com_content&view=section&id=5&Itemid=14,suspicious,defacement
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=58&Itemid=57,suspicious,defacement
http://fb.com.accounts.login.userid.343441.fbsbk.com/,malicious,phishing
uk.ask.com/wiki/Lou_Holtz,safe,benign
adsoftheworld.com/profile/profile_country/Egypt?page=4,safe,benign
lifeskate.com/skate/2009/01/jessica-dub%C3%A9-and-bryce-davison-win-pairs-event-at-2009-canadian-figure-skating-championships.html,safe,benign
flixster.com/actor/tyrone-benskin,safe,benign
basil-poledouris.thelyricarchive.com/lonesome-dove/,safe,benign
monettecn.multiply.com/contacts,safe,benign
collegehockeynews.com/news/2010/03/13_quinnipiac.php,safe,benign
summitconnects.com/In_the_News/ARCHIVE/2005_06.htm,safe,benign
http://yourlust.com/videos/frantic-european-blondie-rocks-the-show-with-masturbation-solo.html,safe,benign
dailymotion.com/video/x3ytl9_wcw-superbrawl-1998-part-1_sport,safe,benign
imdb.com/name/nm0056924/,safe,benign
wn.com/De_La_Rue,safe,benign
ehow.com/list_7588256_solar-panel-manufacturing-companies.html,safe,benign
http://www.smos.cn/Case.asp?id=14,suspicious,defacement
prnewswire.com/news-releases/reportlinker-adds-the-top-10-confectionery-companies-84485407.html,safe,benign
sanfranciscobay.sierraclub.org/,safe,benign
http://www.nissad.com/nissad-contact.html,suspicious,defacement
myspace.com/amyryan07,safe,benign
http://www.whitminsterinn.co.uk/specialevents/calendar-day/03/01/2013,suspicious,defacement
placesforafrica.com/exdeo/directions.php,safe,benign
hmckc.maestroweb.com/,safe,benign
titaniumcorporate.co.za,malicious,phishing
poemhunter.com/poem/the-ten-lepers/,safe,benign
fanpop.com/spots/jun-matsumoto/images,safe,benign
facecouncil.org/,safe,benign
factmonster.com/ce6/people/A0809182.html,safe,benign
mylife.com/c-2123302385,safe,benign
barnesandnoble.com/w/hero-living-rudy-reyes/1100173214,safe,benign
facebook.com/pages/Sergio-Vitanza-Belgrave/179652016207,safe,benign
jigsaw.com/scid5327852/peter_m_blaikie.xhtml,safe,benign
http://rt.com/in-vision/oles-buzina-last-respects/assassinated-oles-journalist-buzina/,safe,benign
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/6-services,malicious,malware
http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial,safe,benign
ihavenet.com/nfl-2008-new-york-giants-aim-to-repeat-as-NFL-champions.html,safe,benign
ca.linkedin.com/pub/daniel-belanger/15/b37/b62,safe,benign
2merkato.com/20110920355/afdb-to-co-finance-ethiopian-power-line-to-kenya,safe,benign
http://totallifechurchjax.com/index.php?option=com_content&view=article&id=182:may-29-teamwork-episode-07&catid=66:teamwork,suspicious,defacement
jdcarr.com/forsale.htm,safe,benign
lyrics.com/cant-hold-us-down-lyrics-christina-aguilera.html,safe,benign
croonet.com/start/G_NDg4MDQwMQ%3D%3D/,safe,benign
http://www.dolcevino.it/index.php?option=com_contact&view=contact&id=3&Itemid=111,suspicious,defacement
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious,malware
soloautotuning.com/nissan-juke/,safe,benign
http://danielfabri.com.ar/mapa-del-sitio/index.html,suspicious,defacement
totalwrestlinguk.co.uk/wcw-ppv.php,safe,benign
armchairgm.wikia.com/1957_NCAA_Men%27s_Division_I_Basketball_Tournament,safe,benign
facebook.com/TheLateLateShowwithCraigFerguson?filter=3,safe,benign
baseball-almanac.com/teamstats/roster.php?y=1985&t=MON,safe,benign
alibris.com/search/books/author/Pratt%2C%20Fletcher,safe,benign
smartshoppingmontreal.com/store.php?s=146,safe,benign
http://elitedaily.com/entertainment/film/uncle-wears-princess-dress-movie-niece/976238/,safe,benign
dipity.com/timeline/NTSB-FedEx-Crash/,safe,benign
facebook.com/pages/London-Ice-Dawgs-Youth-Hockey-Club/221260881220211,safe,benign
http://bjgdhm.com/cn/product.asp?id_code=0007,suspicious,defacement
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18648,safe,benign
kalamu.com/bol/2008/04/14/kevin-mahogany-%e2%80%9cjust-my-imagination%e2%80%9d/,safe,benign
baltimorebeatdown.com/2010/4/20/1433515/baltimore-ravens-2010-schedule,safe,benign
mylife.com/roygiff,safe,benign
linkedin.com/pub/dir/chris/benoit,safe,benign
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=91:i-flauti&catid=38:rokstories&lang=it&Itemid=,suspicious,defacement
http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,suspicious,defacement
youtube.com/watch?v=AEXM7LxEwig,safe,benign
sydsarthaus.com,malicious,phishing
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,malicious,phishing
afugowe.com,malicious,phishing
allposters.co.uk/-st/Tessier-Posters_c82413_.htm,safe,benign
montrealselectlimo.com/,safe,benign
wiley.com/bw/editors.asp?ref=1098-1616,safe,benign
theposselist.com/agencies/indiana/indianapolis/,safe,benign
http://www.qrscelltech.com/de/component/content/article/44-qrs-fuer-leistungsorientierte-menschen?tmpl=component&print=1&page=,suspicious,defacement
montrealgazette.com/sports/Horror+Hartford+silver+lining/5723049/story.html,safe,benign
katu.com/traffic/live,safe,benign
http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source,safe,benign
hollow-art.com/base/jessalyn-gilsig-heroes,safe,benign
theglobeandmail.com/life/health/leslie-roberts-works-out-hard-to-overcome-a-poor-family-health-history/article1558802/,safe,benign
burbed.com/,safe,benign
http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,suspicious,defacement
mylife.com/c-1956134312,safe,benign
ca.linkedin.com/pub/dir/Angela/+/ca-4880-Vancouver%2C-Canada-Area,safe,benign
mylife.com/damonhenrysr,safe,benign
rottentomatoes.com/m/the_swimming_pool/,safe,benign
aceshowbiz.com/celebrity/dianne_wiest/,safe,benign
https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended,safe,benign
elyrics.net/read/p/prince-lyrics/why-you-wanna-treat-me-so-bad-lyrics.html,safe,benign
http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,malicious,malware
checksure.biz/directors-da-121.htm,safe,benign
people.famouswhy.com/ramzi_yousef/,safe,benign
wn.com/Raymond,safe,benign
trtsport.cz,malicious,malware
youtube.com/watch?v=aYRauv5oeXQ,safe,benign
armchairgm.wikia.com/San_Diego_Chargers,safe,benign
imartial.com/,safe,benign
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,malicious,malware
ammmmazonm.temp.swtest.ru,malicious,phishing
theglobeandmail.com/report-on-business/careers/susan-pinker/why-we-cant-really-assess-our-own-skills-and-performance/article1896412/,safe,benign
doom.ocremix.org/,safe,benign
yidio.com/celebrity/ted+lange,safe,benign
mondotimes.com/1/world/ca/63/3144/27447,safe,benign
montrealgazette.com/health/Cancer+fight+hits+home+Alouettes+Marc+Olivier+Brouillette/5589710/story.html,safe,benign
wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,safe,benign
http://www.cannonvaleautopro.com.au/tools.html,suspicious,defacement
http://qz.com/371908/the-greeks-money-already-stuffed-under-mattresses-may-learn-their-fate-this-weekend/,safe,benign
baseball-almanac.com/yearly/yr1887a.shtml,safe,benign
worthpoint.com/worthopedia/1881-rogers-silver-plate-tea-pot-sugar-bowl,safe,benign
daylife.com/topic/Gabriel_Aubry,safe,benign
chnm.gmu.edu/dimenovels/romance_series.html,safe,benign
mafiaslugger.blogspot.com/,safe,benign
forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990,safe,benign
amazon.com/Lonely-Planet-British-Columbia-Fanselow/dp/1864502207,safe,benign
flightsimhangar.com/fsblog/?p=1061,safe,benign
comtedegrasse.org/history.html,safe,benign
section303.com/jp-dumont-bought-out-by-the-nashville-predators-11886,safe,benign
zimbio.com/Marshon+Brooks,safe,benign
linkedin.com/pub/dir/donald/harvey,safe,benign
scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/,safe,benign
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,malicious,phishing
http://diddydeshi.com/latest-news/2-latest-news/261-speech-given-at-october-main-grading.html,suspicious,defacement
songlyrics.com/doobie-brothers/sweet-maxine-lyrics/,safe,benign
http://babal.net/downloads_details/497/%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D9%87%D8%B1---%D8%A7%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1,safe,benign
http://zozo.jp/shop/americanragcie/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,safe,benign
http://pastehtml.com/view/b2i243gkw.html,malicious,phishing
http://img14.360buyimg.com/n12/g12/M00/07/06/rBEQYVGV9NMIAAAAAAC3mn17ud8AABZ_wDjtTAAALey000.jpg%21q70.jpg,malicious,malware
crisiscampmontreal.wordpress.com/,safe,benign
http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malicious,malware
http://www.natureevent.dk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uYXR1cmVldmVudC5kay9ha3Rpdml0ZXRlci5odG1s,suspicious,defacement
broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/stations/tvlinks.html,safe,benign
johndouglasmindhunter.com/forums/viewtopic.php?t=6383,safe,benign
rachelperry.wordpress.com/2010/07/02/zach-and-angie-houston-wedding-photography/,safe,benign
iraqwarheroes.org/wightman.htm,safe,benign
legacy.com/obituaries/herald/obituary.aspx?n=jeffrey-m-klein&pid=149024269,safe,benign
associatedcontent.com/article/2907580/2010_nfl_predictions_buffalo_bills.html,safe,benign
company-formations-ireland.com/companies-registration-office.html,safe,benign
eagletribune.com/obituaries/x1305242071/Matilda-Sirois-81,safe,benign
funnybumblog.com/just-for-laughs-gags-accidental-shooting-prank/,safe,benign
en.wikipedia.org/wiki/Aria_(disambiguation),safe,benign
http://sladkiybuket.net/index.php?page=shop.product_details&category_id=4&flypage=flypage_lite_pdf.tpl&product_id=37&option=com_virtuemart&Itemid=55,suspicious,defacement
http://www.sklep-splawik.pl/index.php?option=com_content&view=article&id=17:pokaz-maver-2010&catid=7:pokazy-sprztu&Itemid=13,suspicious,defacement
urbanspoon.com/r/6/764245/restaurant/Locust-Street-Deli-Cafe-Walnut-Creek,safe,benign
facebook.com/people/Randall-Moss/1118160021,safe,benign
http://www.latablepaysanne.fr/index.php?option=com_content&view=frontpage&Itemid=12,suspicious,defacement
http://www.lescoulissesdetanger.com/galeriesmusees,suspicious,defacement
http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=53:custom-templates&catid=36:web-development&Itemid=71,suspicious,defacement
kansas.com/2011/10/25/2076791/a-history-of-kemper-arena-in-pictures.html,safe,benign
en.wikipedia.org/wiki/KBWF,safe,benign
manta.com/c/mt7wwmh/jason-rhoades,safe,benign
amazon.com/Pink-Motel-VHS-Phyllis-Diller/dp/6301930185,safe,benign
allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,safe,benign
wn.com/lewislavoie,safe,benign
packersnews.greenbaypressgazette.com/article/20111027/PKR01/111027128/Green-Bay-Packers-quarterback-Aaron-Rodgers-zeroing-in-on-record-breaking-season,safe,benign
en.wikipedia.org/wiki/Will_Work_for_Food_(TV_show),safe,benign
kwqc.com/Global/story.asp?S=15903666,safe,benign
christianacare.org/,safe,benign
http://annviviskennel.net/index.php?option=com_content&view=article&id=56&Itemid=79,suspicious,defacement
info-online-account.net,malicious,phishing
jets.nhl.com/club/news.htm?id=569847,safe,benign
gamefilmexpress.com/,safe,benign
wolfslatkin.com/Attorneys/Albert-B-Wolf.shtml,safe,benign
tv.com/shows/bewitched/the-house-that-uncle-arthur-built-25554/,safe,benign
http://www.mo-priv.ru/index.php?option=com_content&view=article&id=838:2012-02-20-05-31-23&catid=39:2010-03-31-18-10-44&Itemid=62,suspicious,defacement
garybruce.bandcamp.com/,safe,benign
facebook.com/people/Chester-Brown/1321855909,safe,benign
movies.msn.com/celebrities/celebrity-biography/dean-stockwell/,safe,benign
http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.browse&category_id=71,suspicious,defacement
http://www.real-house.nl/home/169-news-scene/964-the-calling-of-defected.html?tmpl=component&print=1&page=,suspicious,defacement
ibnlive.in.com/news/ram-sampath-to-compose-for-rock-the-shaadi/190544-8-66.html,safe,benign
washingtonexaminer.com/news/2011/11/safrica-top-politician-faces-bribery-accusations?category=18,safe,benign
fordfocus2012.org/,safe,benign
microencapsulation.readmyweather.com,malicious,malware
http://www.ondrejov.cz/programy/uzavrena-skupina,suspicious,defacement
salary-money.com/samuel-eto-salary-euro-625000.php,safe,benign
classicrockforums.com/forum/f53/rip-jim-clench-10766/,safe,benign
youtube.com/watch?v=093nXYvngLc,safe,benign
en.wikipedia.org/wiki/List_of_hemophilia_organizations,safe,benign
last.fm/music/Arcade+Fire,safe,benign
evri.com/person/charles-l.-frink-0x5ae8da,safe,benign
http://engine32truck16.com/component/content/article/87-anacostia-house.html,suspicious,defacement
http://onlineigri.net/all-games/igri-s-koli,suspicious,defacement
en.wikipedia.org/wiki/St._Vincent_Mercy_Children%27s_Hospital,safe,benign
pennyfather.com/_nameindex.html,safe,benign
http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,malicious,malware
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=420&Itemid=1,suspicious,defacement
soccer365.com/news/u_s_news/m_l_s/6633/de_rosario_named_mls_mvp,safe,benign
lindaguarino.com/detail.asp?listingid=w32666&agentid=111138&searchtype=ByCorp,safe,benign
facebook.com/pages/CFMB/107472729281906,safe,benign
jeopardylabs.com/,safe,benign
wn.com/The_Montreal_Star,safe,benign
linkedin.com/company/universal-studios,safe,benign
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117917.html&k=e09afc106e473491952cfe324aa83aabe5b07446,safe,benign
facebook.com/WilburWatson,safe,benign
yougabsports.com/pt/The-Almost-All-Time-San-Diego-Chargers/blog.htm,safe,benign
http://svadebny.com/x.txt,suspicious,defacement
filecrop.com/GhostGirl-Tonya-Hurley-loca-por-amor-.pdf.html,safe,benign
channel5.com/shows/the-vanessa-show,safe,benign
http://www.ksra.ca/form/use/verify/form1.html,malicious,phishing
camerchants.com/Canada-City/QC/Quebec/St-Barthelemy,safe,benign
videostravelguide.com/Virgin%20Islands/,safe,benign
portlandmercury.com/portland/liam-finn-and-the-luyas/Event?oid=3633906,safe,benign
uncyclopedia.wikia.com/wiki/New_Zealand,safe,benign
en-gb.facebook.com/clementine.bailly,safe,benign
http://distractify.com/post/related/id/5540d7154a0c4b3c311f252c/skip/10/limit/10/back/0,safe,benign
news.am/eng/news/77114.html,safe,benign
buckeyecablesystem.com/lineup/lineup-tol.html,safe,benign
omaopioridge.com/,safe,benign
http://kakaku.com/kaden/food-processor/ranking_2129/pricedown/div-gpt-ad-k/header_text,safe,benign
forbes.com/sites/kitconews/2011/06/10/plan-nords-extension-of-route-167-key-for-mining-in-northern-quebec-stornoway-ceo/,safe,benign
http://www.daytonaelectronics.co.za/index.php?option=com_content&view=article&id=47&Itemid=54,suspicious,defacement
athletics.scout.com/2/621936.html,safe,benign
portland.daveknows.org/category/sport/timbers/,safe,benign
beyondrobson.com/music/2007/02/mixed_bag_book_of_lists_les_georges_leningrad_and_papercuts/,safe,benign
5tothrive.net/cgi-bin/mt/mt-search.cgi?blog_id=1&tag=kaiser&limit=20,safe,benign
en.wikipedia.org/wiki/Maurice_Richard_(film),safe,benign
ussoccer.com/News/Federation-Services/2009/06/University-Of-Miami-President-Donna-E-Shalala-Joins-Team-To-Bring-FIFA-World-Cup-To-United-States-In.aspx,safe,benign
washingtondc.bcg.com/,safe,benign
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=18&vsig4_1=2,suspicious,defacement
spokeo.com/Matthew+Dunkle,safe,benign
http://www.easylivinggreenproducts.com.au/shop.html?page=shop.product_details&category_id=41&flypage=flypage.tpl&product_id=93,suspicious,defacement
http://sfhhz.com/channels/138.html,suspicious,defacement
maxalbums.com/index.php?artist=Loredana%20Groza%20Zaraza,safe,benign
http://www.tvsk.com.au/index.php,suspicious,defacement
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=3104163110&bm1=bottom&bm2=prd,safe,benign
temple.edu/classics/epic/index.html,safe,benign
kotaku.com/5395085/behold-the-single+player-fighting-game,safe,benign
multilingualbooks.com/foreignvids-ital.html,safe,benign
amazon.com/Born-Losers/dp/B002ZW6YX8,safe,benign
http://www.nabu-gaildorf.de/index.php?option=com_search&Itemid=5,suspicious,defacement
bloggn.grainews.ca/scotts_equip/2011/08/agcos-kansas-city-stars.html,safe,benign
amazon.com/Barometer-Rising-New-Canadian-Library/dp/0771099916,safe,benign
areawidenews.com/story/1495635.html,safe,benign
uk.ask.com/wiki/Hershey_Felder,safe,benign
http://mylust.com/videos/69734/a-small-cock-of-that-guy-is-still-good-for-this-vintage-whore/,safe,benign
cartoonnetwork.com/feedback/index.html,safe,benign
twinkacademy.com/index2.htm,safe,benign
http://www.botoxina.com/index.php?view=article&id=81:b0toxina-injectable-b&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=105&lang=en,suspicious,defacement
freepages.genealogy.rootsweb.ancestry.com/~rosdavies/SURNAMES/B/BruBry.htm,safe,benign
mortonsauto.com/,safe,benign
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0002467,safe,benign
eveningtribune.com/features/x1638744422/Days-until-Sept-11-Remembrances-begin-Wednesday-and-continue-through-10-year-anniversary-or-terror-attacks,safe,benign
http://zshsq.com/news/html/index.html?429.html,suspicious,defacement
encycl.opentopia.com/term/KPIX-TV,safe,benign
http://www.sanpedrolee.com.ar/index.php?option=com_content&view=article&id=49&Itemid=70,suspicious,defacement
semissourian.com/story/1753207.html,safe,benign
capitals.nhl.com/club/page.htm?id=62951,safe,benign
manta.com/c/mmdjrmw/walls-alive-paper-hanging-inc,safe,benign
richnye.com/,safe,benign
bizofbaseball.com/index.php?option=com_content&task=view&id=1899&Itemid=81,safe,benign
http://www.beriva.lt/index.html?di=akcijos&R=1&iid=602416,suspicious,defacement
http://apoiojur.com.br/index.php,suspicious,defacement
http://dienlanhvn.com/index.php/lien-h.html,suspicious,defacement
cincinnati.reds.mlb.com/stats/historical/individual_stats_player.jsp?c_id=cin&playerID=115587&print=true&HS=True,safe,benign
en.wikipedia.org/wiki/Dean_Marshall,safe,benign
sfgate.com/sports/warriors/,safe,benign
http://www.nephotography.com.au/galleries/index.php?do=registry,suspicious,defacement
http://jcmt.nl/en/sitemap,suspicious,defacement
http://torcache.net/torrent/A53109A89F38C9D0BACB394E51703AE921F56967.torrent?title=[kickass.to]dum.laga.ke.haisha.2015.720p.blu.ray.hindi.x264.ac3.5.1.mafiaking.m2tv,safe,benign
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=64:pianoforte-e-basso&catid=38:rokstories&lang=it&Itemid=,suspicious,defacement
arashixdream.com/2009/08/5x10-mp3-arashi-hidden-track-from-all.html,safe,benign
http://www.tochnogopvakantie.nl/reizen/Nederland/Nederland/Kort+(tot+1+week).html,suspicious,defacement
tremblay-alvergne.com/,safe,benign
goatlocker.org/oldlogs/oldlogc98.htm,safe,benign
xo3fhvm5lcvzy92q.download,malicious,malware
http://www.food-nrw.de/index.php/forum/257-forum-nachhaltigkeit-in-der-ernaehrungsindustrie-am-28112012,suspicious,defacement
telusplanet.net/public/dgarneau/french14.htm,safe,benign
en.wikipedia.org/wiki/Jim_Macpherson,safe,benign
maa.org/features/012304mathinindustry.html,safe,benign
docstoc.com/docs/22027831/Council-on-Foreign-Relations--CFR--Membership-Lists-1950-2005,safe,benign
nihahaw5.beget.tech,malicious,phishing
http://www.versverwerktegroenten.nl/gezondheid/oorzaken-lage-consumptie.html?page=gezondheid%2Foorzaken-lage-consumptie,suspicious,defacement
sites.google.com/a/woodplanning.com/www/,safe,benign
answers.yahoo.com/question/index?qid=20060825211359AAIp8Zb,safe,benign
theonion.com/,safe,benign
http://www.hjlaw.biz/index.php?option=com_user&view=remind,suspicious,defacement
http://www.koenigsbacher-biergarten.de/cmx/index.php?option=com_mailto&tmpl=component&link=d13b686621cded856309f5b7690e6850817c2105,suspicious,defacement
http://babal.net/photos/46/%D8%A8%D9%86%D8%A7%D8%AA-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9,safe,benign
http://www.windwolke.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy53aW5kd29sa2UuZGUvaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9Mjpkb21haW4td2luZHdvbGtlJmNhdGlkPTM6YmxvZyZJdGVtaWQ9Ng==,suspicious,defacement
docstoc.com/docs/66806077/1996-FORD-F-SERIES,safe,benign
m2movie.blogspot.com/2011/05/watch-game-2011-hindi-movie-online.html,safe,benign
navweaps.com/index_reunions/reunion_usn_E.htm,safe,benign
onlineradio2.com/listen/Mix_933,safe,benign
mapsofworld.com/usa/states/california/california-county-map.html,safe,benign
http://www.prefina.it/notizie/notizie-generali/51-unifidi-garanzia-sugli-investimenti-materiali-immateriali-e-formazione-di-scorte.html?tmpl=component&print=1&layout=default&page=,suspicious,defacement
video.ca.msn.com/watch/video/dog-kills-quebec-baby/16a6etkt7,safe,benign
http://torrentdn.com/bbs/s.php?bo_table=torrent_util&wr_id=15244&k=%ED%8F%AC%ED%86%A0%EC%83%B5&page=1,safe,benign
youtube.com/watch?v=tzooZPZEqwk,safe,benign
waterviewdistillery.com,malicious,phishing
careers.state.gov/,safe,benign
elyrics.net/read/a/audrye-sessions-lyrics/relentless-lyrics.html,safe,benign
onestophelp.state.mi.us/wiki/Limited_Liability_Partnership,safe,benign
http://thenextweb.com/insider/2015/05/13/9-notable-young-companies-from-the-500-startups-demo-extravaganza/gtm.start,safe,benign
http://www.wxlottery.com/news/201212/285590.html,suspicious,defacement
insidemnsoccer.com/2010/01/29/q-and-a-with-andrew-nestor-owner-president-and-ceo-of-fc-tampa-bay-rowdies-soccer/,safe,benign
http://www.centercamping.com.br/index.php?option=com_ckforms&task=captcha&sid=c4ce9d9bffcf8ba3357da92fd49c2457,suspicious,defacement
amazon.com/Vanity-Fair-ebook/dp/B000JQUGVI,safe,benign
trulia.com/schools/NY-Tarrytown/E_F_International_Academy/,safe,benign
metalodyssey.wordpress.com/,safe,benign
